"Var.1","Name","Time","Year","Var.5","Race","Beer","beer_url","name_url","event_url","event_name","event_location","event_date","minute","seconds","total_time_in_secs"
635,"Nick Mockeridge","6:40",2006,NA,"Fort Collins, COFort Collins Original Bee...","Lost lake","https://www.beermile.com/records/ref_beer/beertype_Lost+lake","https://www.beermile.com/query_indy/submit_1/ref_query/name_Nick+Mockeridge","https://www.beermile.com/display/event_610","Fort Collins Original Beer Mile","Fort Collins, CO","April 29, 2006",6,40,400
636,"Stuart ""PP"" Muirhead","6:40",2010,NA,"Houston, TX2010 Summer Houston Hash ...","Miller High Life","https://www.beermile.com/records/ref_beer/beertype_Miller+High+Life","https://www.beermile.com/query_indy/submit_1/ref_query/name_Stuart+""PP""+Muirhead","https://www.beermile.com/display/event_1399","2010 Summer Houston Hash Beer Mile","Houston, TX","August 6, 2010",6,40,400
637,"Rune Bohn Jensen","6:40",2017,NA,"Greve, DanmarkHold 1 Beer Mile 2017","Kronenbourg 1664","https://www.beermile.com/records/ref_beer/beertype_Kronenbourg+1664","https://www.beermile.com/query_indy/submit_1/ref_query/name_Rune+Bohn+Jensen","https://www.beermile.com/display/event_151103","Hold 1 Beer Mile 2017","Greve, Danmark","October 27, 2017",6,40,400
638,"Blaine Woodcock","6:40",2002,NA,"Edmonton, AB2002 Canadian National Be...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Blaine+Woodcock","https://www.beermile.com/display/event_413","2002 Canadian National Beer Mile Championships","Edmonton, AB","June 22, 2002",6,40,400
639,"Doug Clark","6:40",2008,NA,"Morris County, NJ6th Annual New Jersey Bee...","Bass","https://www.beermile.com/records/ref_beer/beertype_Bass","https://www.beermile.com/query_indy/submit_1/ref_query/name_Doug+Clark","https://www.beermile.com/display/event_1109","6th Annual New Jersey Beermile Championships","Morris County, NJ","December 28, 2008",6,40,400
640,"Tim Robertson","6:40",2020,NA,"San Francisco, cA2020 Beer Mile World Clas...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Tim+Robertson","https://www.beermile.com/display/event_151627","2020 Beer Mile World Classic (Men's)","San Francisco, cA","July 4, 2020",6,40,400
641,"Luc Cousineau","6:40",2002,NA,"Hull, PQHull Beer Mile for Breast...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Luc+Cousineau","https://www.beermile.com/display/event_179","Hull Beer Mile for Breast Cancer II","Hull, PQ","October 5, 2002",6,40,400
642,"Matt Inch","6:40",2012,NA,"Bellevue, WAVO2 Beer Mile","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Matt+Inch","https://www.beermile.com/display/event_4228","VO2 Beer Mile","Bellevue, WA","January 7, 2012",6,40,400
643,"Eddie Higgins","6:40.1",2018,NA,"Kezar Stadium San Francis...West Valley Summer Classi...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Eddie+Higgins","https://www.beermile.com/display/event_151241","West Valley Summer Classic","Kezar Stadium San Francisco","June 30, 2018",6,40.1,400.1
644,"Todd ""Rosey"" Rose","6:40.3",2018,NA,"Vancouver, BC, CanadaBeer Mile World Classic 2...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Todd+""Rosey""+Rose","https://www.beermile.com/display/event_151287","Beer Mile World Classic 2018","Vancouver, BC, Canada","August 11, 2018",6,40.3,400.3
645,"Erin O'Mara","6:40.5",2015,NA,"Flatrock Speedway, Carlto...2015 Michigan Beer Mile, ...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Erin+O'Mara","https://www.beermile.com/display/event_6609","2015 Michigan Beer Mile, Elite Heat","Flatrock Speedway, Carlton, MI","November 14, 2015",6,40.5,400.5
646,"Peter Cardle","6:41",2001,NA,"Edmonton, AB2001 World Beer Mile Cham...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Peter+Cardle","https://www.beermile.com/display/event_368","2001 World Beer Mile Championships","Edmonton, AB","August 11, 2001",6,41,401
647,"Paul Bodet","6:41",2005,NA,"New Orleans, LANew Orleans Summer Beer M...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Paul+Bodet","https://www.beermile.com/display/event_464","New Orleans Summer Beer Mile","New Orleans, LA","June 21, 2005",6,41,401
648,"Stephen Sauer","6:41",2018,NA,"Heusweiler, DeutschlandHeusweiler BeerMile Invit...","Karlsberg Helles","https://www.beermile.com/records/ref_beer/beertype_Karlsberg+Helles","https://www.beermile.com/query_indy/submit_1/ref_query/name_Stephen+Sauer","https://www.beermile.com/display/event_151183","Heusweiler BeerMile Invitational","Heusweiler, Deutschland","June 2, 2018",6,41,401
649,"Anthony Kennedy","6:41",2018,NA,"EdmontonEdmonton BeerMile 2018","Coors Banquet","https://www.beermile.com/records/ref_beer/beertype_Coors+Banquet","https://www.beermile.com/query_indy/submit_1/ref_query/name_Anthony+Kennedy","https://www.beermile.com/display/event_151212","Edmonton BeerMile 2018","Edmonton","May 4, 2018",6,41,401
650,"Rhys Trenhaille","6:41",1998,NA,"Windsor, ONWindsor Beer Mile","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Rhys+Trenhaille","https://www.beermile.com/display/event_114","Windsor Beer Mile","Windsor, ON","December 4, 1998",6,41,401
651,"Caitlin Batten","6:41",2013,NA,"Alligator Alley Beer Mile","Westbrook White Thai","https://www.beermile.com/records/ref_beer/beertype_Westbrook+White+Thai","https://www.beermile.com/query_indy/submit_1/ref_query/name_Caitlin+Batten","https://www.beermile.com/display/event_5825","Alligator Alley Beer Mile","","June 21, 2013",6,41,401
652,"Andrew Lloyd","6:41",2018,NA,"Tauranga, New Zealand2018 New Zealand Beer Mil...","VB","https://www.beermile.com/records/ref_beer/beertype_VB","https://www.beermile.com/query_indy/submit_1/ref_query/name_Andrew+Lloyd","https://www.beermile.com/display/event_151222","2018 New Zealand Beer Mile Championships","Tauranga, New Zealand","May 26, 2018",6,41,401
653,"Jeff ""Dahmer"" Archer","6:41",2013,NA,"Kingston, ONKingston Fall Beer Mile 2...","Coors Banquet","https://www.beermile.com/records/ref_beer/beertype_Coors+Banquet","https://www.beermile.com/query_indy/submit_1/ref_query/name_Jeff+""Dahmer""+Archer","https://www.beermile.com/display/event_6105","Kingston Fall Beer Mile 2013","Kingston, ON","November 16, 2013",6,41,401
654,"Matt Seeley","6:41",2004,NA,"Missoula, MT'04 Western MonTucky Beer...","Miller high life","https://www.beermile.com/records/ref_beer/beertype_Miller+high+life","https://www.beermile.com/query_indy/submit_1/ref_query/name_Matt+Seeley","https://www.beermile.com/display/event_388","'04 Western MonTucky Beermile Championship","Missoula, MT","October 2, 2004",6,41,401
655,"Dylan Haas","6:41",2017,NA,"Caldwell, ID, United Stat...2nd Annual Coyote Classic","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Dylan+Haas","https://www.beermile.com/display/event_150463","2nd Annual Coyote Classic","Caldwell, ID, United States","May 18, 2017",6,41,401
656,"Craig Kirkwood","6:41",2017,NA,"Tauranga, Bay Of Plenty, ...2017 New Zealand Beer Mil...","Budwiser","https://www.beermile.com/records/ref_beer/beertype_Budwiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Craig+Kirkwood","https://www.beermile.com/display/event_150465","2017 New Zealand Beer Mile Championships","Tauranga, Bay Of Plenty, New Zealand","May 20, 2017",6,41,401
657,"Paul ""Munners"" Munro","6:41.08",2012,NA,"Rawlinson Track, Melbourn...2012 Parkville Beer Mile","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Paul+""Munners""+Munro","https://www.beermile.com/display/event_5767","2012 Parkville Beer Mile","Rawlinson Track, Melbourne University","September 15, 2012",6,41.08,401.08
658,"Erik Bartleson","6:41.1",2004,NA,"Platteville, WI2004 Graduates/Post Conf....","IceHouse","https://www.beermile.com/records/ref_beer/beertype_IceHouse","https://www.beermile.com/query_indy/submit_1/ref_query/name_Erik+Bartleson","https://www.beermile.com/display/event_298","2004 Graduates/Post Conf. BeerMile","Platteville, WI","May 8, 2004",6,41.1,401.1
659,"Justin ""JP"" Scholz","6:41.8",2019,NA,"George Knott Reserve, Hei...Aussie Beer Mile","Molson Canadian","https://www.beermile.com/records/ref_beer/beertype_Molson+Canadian","https://www.beermile.com/query_indy/submit_1/ref_query/name_Justin+""JP""+Scholz","https://www.beermile.com/display/event_151380","Aussie Beer Mile ","George Knott Reserve, Heidelberg Rd, Clifton Hill, Victoria, Australia","January 26, 2019",6,41.8,401.8
660,"Tyler Trace","6:42",2009,NA,"Victoria, BC6th Annual Dave Smart Bee...","Lighthouse Lager","https://www.beermile.com/records/ref_beer/beertype_Lighthouse+Lager","https://www.beermile.com/query_indy/submit_1/ref_query/name_Tyler+Trace","https://www.beermile.com/display/event_1307","6th Annual Dave Smart Beer Mile","Victoria, BC","December 22, 2009",6,42,402
661,"Troy Barba","6:42",2008,NA,"Los Gatos CASilicon Valley Beer Mile ...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Troy+Barba","https://www.beermile.com/display/event_1087","Silicon Valley Beer Mile 2008","Los Gatos CA","December 4, 2008",6,42,402
662,"Patrick Butler","6:42",1998,NA,"Amherst, MANESCAC Championships I","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Patrick+Butler","https://www.beermile.com/display/event_5","NESCAC Championships I","Amherst, MA","April 18, 1998",6,42,402
663,"Seanna Robinson","6:42",1997,NA,"Hamilton, ON","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Seanna+Robinson","https://www.beermile.com/display/event_33","","Hamilton, ON","August 23, 1997",6,42,402
664,"Caitlin Batten","6:42",2016,NA,"Mt Pleasant, SC, United S...BeeREXIT Beer Mile","Bud Light Platinum","https://www.beermile.com/records/ref_beer/beertype_Bud+Light+Platinum","https://www.beermile.com/query_indy/submit_1/ref_query/name_Caitlin+Batten","https://www.beermile.com/display/event_150246","BeeREXIT Beer Mile","Mt Pleasant, SC, United States","June 25, 2016",6,42,402
665,"Richie Spitsberg","6:42",2007,NA,"Grand Forks, ND3rd ever UND Firewater Fu...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Richie+Spitsberg","https://www.beermile.com/display/event_893","3rd ever UND Firewater Fun Run","Grand Forks, ND","November 30, 2007",6,42,402
666,"Julien Jeandree","6:42",2020,NA,"Bonn, Germany1st Bonn Spring Mile","Carlsberg","https://www.beermile.com/records/ref_beer/beertype_Carlsberg","https://www.beermile.com/query_indy/submit_1/ref_query/name_Julien+Jeandree","https://www.beermile.com/display/event_151614","1st Bonn Spring Mile","Bonn, Germany","June 1, 2020",6,42,402
667,"Shawn Smith","6:42",2018,NA,"Washington, DC, USAThe Great North American ...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Shawn+Smith","https://www.beermile.com/display/event_151326","The Great North American Naughtical Beer Mile","Washington, DC, USA","August 11, 2018",6,42,402
668,"Lianne Girard","6:42",2015,NA,"Austin, TX, United StatesFloTrack 2015 Championshi...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Lianne+Girard","https://www.beermile.com/display/event_6605","FloTrack 2015 Championships, Women's Elite","Austin, TX, United States","December 1, 2015",6,42,402
669,"Elizabeth Laseter","6:42",2020,NA,"San Francisco, cA2020 Beer Mile EWorld Cla...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Elizabeth+Laseter","https://www.beermile.com/display/event_151628","2020 Beer Mile EWorld Classic (Women)","San Francisco, cA","July 4, 2020",6,42,402
670,"Oskar Eklöf","6:42.1",2012,NA,"Linkoping, SwedenLiTHe Syra Annual Beer Mi...","33 cl","https://www.beermile.com/records/ref_beer/beertype_33+cl","https://www.beermile.com/query_indy/submit_1/ref_query/name_Oskar+Eklöf","https://www.beermile.com/display/event_5690","LiTHe Syra Annual Beer Mile 2012","Linkoping, Sweden","October 2, 2012",6,42.1,402.1
671,"Mathias Hallmén","6:42.4",2012,NA,"Linkoping, SwedenLiTHe Syra Annual Beer Mi...","33 cl","https://www.beermile.com/records/ref_beer/beertype_33+cl","https://www.beermile.com/query_indy/submit_1/ref_query/name_Mathias+Hallmén","https://www.beermile.com/display/event_5690","LiTHe Syra Annual Beer Mile 2012","Linkoping, Sweden","October 2, 2012",6,42.4,402.4
672,"Shane Armstrong","6:42.5",2000,NA,"Saskatoon, SKWinter Invitational Beer ...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Shane+Armstrong","https://www.beermile.com/display/event_86","Winter Invitational Beer Mile","Saskatoon, SK","December 1, 2000",6,42.5,402.5
673,"Ian Fallas","6:43",2001,NA,"Edmonton, AB2001 World Beer Mile Cham...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Ian+Fallas","https://www.beermile.com/display/event_368","2001 World Beer Mile Championships","Edmonton, AB","August 11, 2001",6,43,403
674,"Ryan Starbuck","6:43",2015,NA,"East River Track, NYC2015 Fall NYC Beer Mile C...","Bud Light Platinum","https://www.beermile.com/records/ref_beer/beertype_Bud+Light+Platinum","https://www.beermile.com/query_indy/submit_1/ref_query/name_Ryan+Starbuck","https://www.beermile.com/display/event_6578","2015 Fall NYC Beer Mile Championship","East River Track, NYC","November 20, 2015",6,43,403
675,"Kenneth Douglas","6:43",2008,NA,"Montreal, PQMcGill xc-swim team chall...","Pabst Blue Ribbon","https://www.beermile.com/records/ref_beer/beertype_Pabst+Blue+Ribbon","https://www.beermile.com/query_indy/submit_1/ref_query/name_Kenneth+Douglas","https://www.beermile.com/display/event_951","McGill xc-swim team challenge","Montreal, PQ","April 18, 2008",6,43,403
676,"Sam Brown","6:43",1998,NA,"Hamilton, NY","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Sam+Brown","https://www.beermile.com/display/event_135","","Hamilton, NY","April 11, 1998",6,43,403
677,"Dan Michaluk","6:43",1997,NA,"Kingston, ON2nd Annual Kingston Fall ...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Dan+Michaluk","https://www.beermile.com/display/event_43","2nd Annual Kingston Fall Beer Mile","Kingston, ON","November 15, 1997",6,43,403
678,"Mike Greenberg","6:43",1999,NA,"SurfersInnaugural Gold Coast Bee...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Mike+Greenberg","https://www.beermile.com/display/event_91","Innaugural Gold Coast Beer Mile","Surfers","December 24, 1999",6,43,403
679,"Chad ""the o dirty"" Payne","6:43",2009,NA,"Greensburg, KYNo short shorts, no beer,...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Chad+""the+o+dirty""+Payne","https://www.beermile.com/display/event_1121","No short shorts, no beer, no good.","Greensburg, KY","February 7, 2009",6,43,403
680,"W Oates","6:43",2017,NA,"Rushcutters Bay, New Sout...Hurts Beer Mile 2017","Carlton Dry","https://www.beermile.com/records/ref_beer/beertype_Carlton+Dry","https://www.beermile.com/query_indy/submit_1/ref_query/name_W+Oates","https://www.beermile.com/display/event_151122","Hurts Beer Mile 2017","Rushcutters Bay, New South Wales, Australia","November 10, 2017",6,43,403
681,"Kirsty Smith","6:43",2004,NA,"Vancouver, BC1st Annual New Years Eve ...","Canadian","https://www.beermile.com/records/ref_beer/beertype_Canadian","https://www.beermile.com/query_indy/submit_1/ref_query/name_Kirsty+Smith","https://www.beermile.com/display/event_376","1st Annual New Years Eve Beer Mile","Vancouver, BC","December 31, 2004",6,43,403
682,"Charles ""Hank"" Hodgson","6:43",2013,NA,"Johannesburg, South Afric...First African Beer Mile","Heineken","https://www.beermile.com/records/ref_beer/beertype_Heineken","https://www.beermile.com/query_indy/submit_1/ref_query/name_Charles+""Hank""+Hodgson","https://www.beermile.com/display/event_5939","First African Beer Mile","Johannesburg, South Africa","December 21, 2013",6,43,403
